n_amenageur;n_operateur;n_enseigne;id_station;n_station;ad_station;code_insee;Xlongitude;Ylatitude;nbre_pdc;id_pdc;puiss_max;type_prise;acces_recharge;accessibilité;observations;date_maj;source;geo_point_borne;code_insee_commune;Région
LA FOUILLOUSE;SIEL42;MOBILOIRE;FRS42P42097A1;Parking rue sai nt just;rue de saint just;42097;4.314045;45.501723;2;FRS42P42097A12;22;E/F-T2;Payant depuis le 01/07/2018;24/24 - 7/7;En service;18/12/2018;https://www.data.gouv.fr/fr/datasets/reseau-mobiloire-irve-publique-du-departement-de-la-loire/#resource-7df42cc7-2c9c-4e16-b15c-36ce05833c24;45.501723,4.314045;42097;Auvergne-Rhône-Alpes
LA GRAND CROIX;SIEL42;MOBILOIRE;FRS42P42103B1;parking médiathèque;départementale 88;42103;4.568334;45.502987;2;FRS42P42103B12;22;E/F-T2;Payant depuis le 01/07/2018;24/24 - 7/7;En service;18/12/2018;https://www.data.gouv.fr/fr/datasets/reseau-mobiloire-irve-publique-du-departement-de-la-loire/#resource-7df42cc7-2c9c-4e16-b15c-36ce05833c24;45.502987,4.568334;42103;Auvergne-Rhône-Alpes
LA GRAND CROIX;SIEL42;MOBILOIRE;FRS42P42103A1;parking place du général de gaulle;16 route départementale 88;42103;4.569927;45.505225;2;FRS42P42103A12;22;E/F-T2;Payant depuis le 01/07/2018;24/24 - 7/7;En service;18/12/2018;https://www.data.gouv.fr/fr/datasets/reseau-mobiloire-irve-publique-du-departement-de-la-loire/#resource-7df42cc7-2c9c-4e16-b15c-36ce05833c24;45.505225,4.569927;42103;Auvergne-Rhône-Alpes
LA PACAUDIÈRE;SIEL42;MOBILOIRE;FRS42P42163A1;Parking gymnase;grisolin;42163;3.87574;46.176062;2;FRS42P42163A11;22;E/F-T2;Payant depuis le 01/07/2018;24/24 - 7/7;En service;18/12/2018;https://www.data.gouv.fr/fr/datasets/reseau-mobiloire-irve-publique-du-departement-de-la-loire/#resource-7df42cc7-2c9c-4e16-b15c-36ce05833c24;46.176062,3.87574;42163;Auvergne-Rhône-Alpes
LA TALAUDIÈRE;SIEL42;MOBILOIRE;FRS42P42305A1;parking rue salvador allende;rue salvador allende;42305;4.426555;45.475407;2;FRS42P42305A12;22;E/F-T2;Payant depuis le 01/07/2018;24/24 - 7/7;En service;18/12/2018;https://www.data.gouv.fr/fr/datasets/reseau-mobiloire-irve-publique-du-departement-de-la-loire/#resource-7df42cc7-2c9c-4e16-b15c-36ce05833c24;45.475407,4.426555;42305;Auvergne-Rhône-Alpes
LORETTE;SIEL42;MOBILOIRE;FRS42P42123A1;parking rue saint joseph;rue saint joseph;42123;4.580562;45.513234;2;FRS42P42123A12;22;E/F-T2;Payant depuis le 01/07/2018;24/24 - 7/7;En service;18/12/2018;https://www.data.gouv.fr/fr/datasets/reseau-mobiloire-irve-publique-du-departement-de-la-loire/#resource-7df42cc7-2c9c-4e16-b15c-36ce05833c24;45.513234,4.580562;42123;Auvergne-Rhône-Alpes
Leroy Merlin;Driveco;Leroy Merlin;FR*E11*PLMLAVAL53940 *1;Leroy Merlin | Saint-Berthevin;72, Boulevard des Loges, Saint-Berthevin, 53940;-;-0.812279;48.061575;4;FR*E11*E10148*P1;22.000;T2 - E/F;Gratuit;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;48.061575,-0.812279;53201;Pays de la Loire
Leroy Merlin;Driveco;Leroy Merlin;FR*E11*PLMSTRASBOURG67540*P1;Leroy Merlin | Ostwald;2, rue Alfred Kastler, Ostwald, 67540;-;7.695584;48.534813;12;FR*E11*E10154*P2;22.000;T2;Gratuit;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;48.534813,7.695584;67365;Grand-Est
Leroy Merlin;Driveco;Leroy Merlin;FR*E11*PLMSIEGE59712*1;Leroy Merlin | Lezennes;1, Rue Chanzy, Lezennes, 59260;-;3.119963;50.611736;32;FR*E11*E10126*P1;11.000;T2 - E/F;Payant - CB;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;50.611736,3.119963;59346;Hauts-de-France
Leroy Merlin;Driveco;Leroy Merlin;FR*E11*PLMSIEGE59712*1;Leroy Merlin | Lezennes;1, Rue Chanzy, Lezennes, 59260;-;3.119963;50.611736;32;FR*E11*E10131*P1;11.000;T2 - E/F;Payant - CB;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;50.611736,3.119963;59346;Hauts-de-France
Leroy Merlin;Driveco;Leroy Merlin;FR*E11*PLMGEN92230*1;Leroy Merlin | Gennevilliers;121, Avenue du Vieux Chemin de Saint-Denis, Gennevilliers, 92230;-;2.319924;48.932277;4;FR*E11*E10120*P1;22.000;T2 - E/F;Gratuit;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;48.932277,2.319924;92036;Ile-de-France
Leroy Merlin;Driveco;Leroy Merlin;FR*E11*PLMSIEGE59712*1;Leroy Merlin | Lezennes;1, Rue Chanzy, Lezennes, 59260;-;3.119963;50.611736;32;FR*E11*E10137*P1;11.000;T2 - E/F;Payant - CB;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;50.611736,3.119963;59346;Hauts-de-France
Leroy Merlin;Driveco;Leroy Merlin;FR*E11*PLMSIEGE59712*1;Leroy Merlin | Lezennes;1, Rue Chanzy, Lezennes, 59260;-;3.119963;50.611736;32;FR*E11*E10129*P2;11.000;T2;Payant - CB;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;50.611736,3.119963;59346;Hauts-de-France
Leroy Merlin;Driveco;Leroy Merlin;FR*E11*PLMGEN92230*1;Leroy Merlin | Gennevilliers;121, Avenue du Vieux Chemin de Saint-Denis, Gennevilliers, 92230;-;2.319924;48.932277;4;FR*E11*E10120*P2;22.000;T2;Gratuit;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;48.932277,2.319924;92036;Ile-de-France
Leroy Merlin;Driveco;Leroy Merlin;FR*E11*PLMSTRASBOURG67540*P1;Leroy Merlin | Ostwald;2, rue Alfred Kastler, Ostwald, 67540;-;7.695584;48.534813;12;FR*E11*E10158*P1;22.000;T2 - E/F;Gratuit;Accès libre;;04/06/2018;https://www.data.gouv.fr/fr/datasets/irve-driveco-20180406/#resource-7860c116-7ae3-4be9-875b-2e6b28c348bd;48.534813,7.695584;67365;Grand-Est
